timestamp,01_requisicoes_por_segundo,02_latencia,03_tempo_resposta,04_percentual_de_sucesso_das_requisicoes,05_escalabilidade_reticulum,06_escalabilidade_dialog,07_escalabilidade_haproxy,08_escalabilidade_coturn,09_escalabilidade_hubs,10_escalabilidade_nearspark,11_escalabilidade_pgbouncer,12_escalabilidade_pgbouncer-t,13_escalabilidade_pgsql,14_escalabilidade_spoke,15_escalabilidade_photomnemonic,16_percentual_cpu_cluster,17_percentual_cpu_node1,18_percentual_cpu_node2,19_percentual_cpu_node3,20_cpu_coturn,21_cpu_dialog,22_cpu_haproxy,23_cpu_hubs,24_cpu_nearspark,25_cpu_pgbouncer,26_cpu_pgbouncer-t,27_cpu_pgsql,28_cpu_photomnemonic,29_cpu_reticulum,30_cpu_spoke,31_memoria_ativa_cluster,32_total_memoria_ativa_node1,33_total_memoria_ativa_node2,34_total_memoria_ativa_node3,35_percentual_memoria_node1,36_percentual_memoria_node2,37_percentual_memoria_node3,38_total_memoria_reticulum,39_total_memoria_dialog,40_total_memoria_coturn,41_total_memoria_haproxy,42_total_memoria_hubs,43_total_memoria_nearspark,44_total_memoria_pgbouncer,45_total_memoria_pgbouncer-t,46_total_memoria_pgsql,47_total_memoria_photomnemonic,48_total_memoria_spoke,49_percentual_memoria_reticulum,50_percentual_memoria_coturn,51_percentual_memoria_haproxy,52_percentual_memoria_dialog,53_percentual_memoria_hubs,54_percentual_memoria_nearspark,55_percentual_memoria_pgbouncer,56_percentual_memoria_pgbouncer-t,57_percentual_memoria_spoke,58_percentual_memoria_pgsql,59_percentual_memoria_photomnemonic,60_transmissao_dados_cluster,61_transmissao_dados_coturn,62_transmissao_dados_dialog,63_transmissao_dados_haproxy,64_transmissao_dados_hubs,65_transmissao_dados_nearspark,66_transmissao_dados_pgbouncer,67_transmissao_dados_pgsql,68_transmissao_dados_photomnemonic,69_transmissao_dados_reticulum,70_transmissao_dados_spoke,71_trasmissao_dados_pgbouncer-t
2024-12-27 01:09:36,,,,,1,1,1,1,1,1,2,1,1,1,1,7.27487676408623,8.137500000002357,6.150000000001607,6.291666666632144,0.0154686378043141,0.0827402935296322,1.492935233305507,0.0710054240519671,0.0001507683796262,0.0562127654984699,0.0408655314812523,0.047205645108969,0.0042093548518949,0.4499495214178781,0.0224853967966209,1613901824,937.578125,340.91796875,260.640625,23.94716100130701,17.33005033706973,13.249351670565249,482308096,135618560,22716416,304971776,46927872,38825984,9510912,6549504,119140352,307867648,10694656,29.884599473629443,1.4075463365979812,18.896550673952277,8.403148071539697,2.9077277999284297,2.405721551498785,0.5893116829391476,0.4058179935485345,0.6626583997218408,7.382131318540477,19.07598364545872,1284817.5705096787,101017.79443444387,28049.87728097321,3422.7614047564275,1734.557297106052,109.41540292841432,3062.842050356436,1500.833605685894,0.0,4078.9405328505945,677.7109719956613,3062.842050356436
2024-12-27 01:09:41,,,,,1,1,1,1,1,1,2,1,1,1,1,7.27487676408623,8.137500000002357,6.150000000001607,6.291666666632144,0.0154686378043141,0.0827402935296322,1.492935233305507,0.0710054240519671,0.0001529796517998,0.0555817654403427,0.0410499935334574,0.047205645108969,0.0042093548518949,0.4499495214178781,0.0224853967966209,1613901824,937.578125,340.91796875,260.640625,23.94716100130701,17.33005033706973,13.249351670565249,482308096,135618560,22716416,304971776,46927872,38825984,9510912,6549504,119140352,307867648,10694656,29.884599473629443,1.4075463365979812,18.896550673952277,8.403148071539697,2.9077277999284297,2.405721551498785,0.5893116829391476,0.4058179935485345,0.6626583997218408,7.382131318540477,19.07598364545872,1270778.036381849,101017.79443444387,28049.87728097321,3422.7614047564275,1734.557297106052,108.85074895845482,3055.088113574698,1495.519175514884,0.0,4078.9405328505945,677.7109719956613,3055.088113574698
2024-12-27 01:09:46,,,,,1,1,1,1,1,1,2,1,1,1,1,7.2055812382413365,8.002083333320797,6.150000000001607,6.291666666632144,0.0154686378043141,0.0827402935296322,1.4053565471337002,0.0710054240519671,0.0001682741431819,0.056213196838864,0.0406503698390026,0.0442357934421057,0.004223416174602,0.4499495214178781,0.0224853967966209,1613963264,937.63671875,340.91796875,260.640625,23.948657574155185,17.33005033706973,13.249351670565249,482308096,135618560,22716416,304971776,46927872,38825984,9510912,6549504,119140352,307843072,10694656,29.883461833242816,1.4074927544323586,18.89583132420045,8.402828182339595,2.9076171091834717,2.4056299710177296,0.5892892491510885,0.4058025449580493,0.6626331737870336,7.381850297182477,19.073734753853728,1245756.4390017255,101017.79443444387,28049.87728097321,3422.7614047564275,1734.557297106052,108.93036389009036,3055.088113574698,1500.0900082472674,0.0,4078.9405328505945,677.7109719956613,3055.088113574698
2024-12-27 01:09:51,,,,,1,1,1,1,1,1,2,1,1,1,1,7.1893837821783535,8.002083333320797,6.079166666660285,6.291666666632144,0.0156621375549005,0.0827402935296322,1.392063578226769,0.0710054240519671,0.0001682741431819,0.056516406378115,0.0408063185041241,0.0467346691763885,0.0041764445420712,0.4499495214178781,0.0224853967966209,1613979648,937.63671875,340.93359375,260.640625,23.948657574155185,17.33084461035931,13.249351670565249,482308096,135618560,22716416,304967680,46927872,38825984,9510912,6549504,119140352,307843072,10694656,29.883158477101198,1.4074784665438358,18.89538572421949,8.40274288266614,2.9075875930747794,2.4056055507336858,0.5892832670960669,0.4057984255325628,0.6626264471954482,7.381775361767139,19.07354113055086,1250309.0963050406,101126.5872240672,28049.87728097321,3405.173245493136,1734.557297106052,108.93036389009036,3051.31957236559,1500.0900082472674,0.0,4078.9405328505945,677.7109719956613,3051.31957236559
2024-12-27 01:09:56,,,,,1,1,1,1,1,1,2,1,1,1,1,7.184193296300052,8.002083333320797,6.079166666660285,6.262499999998947,0.0157478227845405,0.0768944285459852,1.4733270229716848,0.0710054240519671,0.0001682741431819,0.056516406378115,0.0408063185041241,0.0467346691763885,0.0041764445420712,0.4501247654363369,0.0224853967966209,1614012416,937.63671875,340.93359375,260.671875,23.948657574155185,17.33084461035931,13.25094022660752,482308096,135618560,22716416,304697344,46927872,38825984,9510912,6549504,119140352,307843072,10694656,29.882551783294332,1.407449891637017,18.878252792821144,8.40257228851454,2.9075285626551213,2.405556711652954,0.5892713033503703,0.4057901869324901,0.6626129944219711,7.381625495500526,19.07315389573806,1241879.580026436,101126.5872240672,28049.87728097321,3402.8926398479143,1734.557297106052,108.93036389009036,3051.31957236559,1500.0900082472674,0.0,4012.648821457021,679.8503051630285,3051.31957236559
2024-12-27 01:10:01,,,,,1,1,1,1,1,1,2,1,1,1,1,7.184193296300052,8.002083333320797,6.079166666660285,6.262499999998947,0.0157478227845405,0.0822176997326058,1.4733270229716848,0.0711902087126387,0.0001682741431819,0.056516406378115,0.0408063185041241,0.0467346691763885,0.0041764445420712,0.4225786424150087,0.0209602544289214,1614012416,937.63671875,340.93359375,260.671875,23.948657574155185,17.33084461035931,13.25094022660752,482381824,136118272,22716416,304697344,46927872,38825984,9510912,6549504,119140352,307843072,10694656,29.88711977789395,1.407449891637017,18.878252792821144,8.43353314080082,2.9075285626551213,2.405556711652954,0.5892713033503703,0.4057901869324901,0.6626129944219711,7.381625495500526,19.07315389573806,1273136.1685202362,101126.5872240672,28049.87728097321,3402.8926398479143,1734.557297106052,108.93036389009036,3051.31957236559,1500.0900082472674,0.0,4056.488733382309,674.9242147130668,3051.31957236559
2024-12-27 01:10:06,,,,,1,1,1,1,1,1,2,1,1,1,1,7.184193296300052,8.002083333320797,6.079166666660285,6.262499999998947,0.0157478227845405,0.0818686017165005,1.4733270229716848,0.0710418482731331,0.0001682741431819,0.056516406378115,0.0408063185041241,0.0467346691763885,0.0041764445420712,0.4364726803212712,0.0209677640116287,1614012416,937.63671875,340.93359375,260.671875,23.948657574155185,17.33084461035931,13.25094022660752,482488320,136646656,22716416,304697344,46927872,38825984,9510912,6549504,119140352,307843072,10694656,29.89371799231562,1.407449891637017,18.878252792821144,8.466270435431396,2.9075285626551213,2.405556711652954,0.5892713033503703,0.4057901869324901,0.6626129944219711,7.381625495500526,19.07315389573806,1276702.7180062835,101126.5872240672,27995.89532228635,3402.8926398479143,1728.674194862405,108.93036389009036,3051.31957236559,1500.0900082472674,0.0,4056.488733382309,674.9242147130668,3051.31957236559
2024-12-27 01:10:11,,,,,1,1,1,1,1,1,2,1,1,1,1,7.184193296300052,8.002083333320797,6.079166666660285,6.262499999998947,0.0157478227845405,0.0818686017165005,1.4733270229716848,0.0710418482731331,0.0001682741431819,0.056516406378115,0.0408063185041241,0.0467346691763885,0.0041764445420712,0.4528380259384423,0.0225302550420438,1614012416,937.63671875,340.93359375,260.671875,23.948657574155185,17.33084461035931,13.25094022660752,482488320,136646656,22716416,304697344,46927872,38825984,9510912,6549504,119140352,307843072,10694656,29.89371799231562,1.407449891637017,18.878252792821144,8.466270435431396,2.9075285626551213,2.405556711652954,0.5892713033503703,0.4057901869324901,0.6626129944219711,7.381625495500526,19.07315389573806,1276657.972969769,101126.5872240672,27952.926675433577,3402.8926398479143,1728.674194862405,108.93036389009036,3051.31957236559,1500.0900082472674,0.0,4056.488733382309,674.9242147130668,3051.31957236559
2024-12-27 01:10:16,,,,,1,1,1,1,1,1,2,1,1,1,1,7.184193296300052,8.002083333320797,6.079166666660285,6.262499999998947,0.0157478227845405,0.0818686017165005,1.4733270229716848,0.0710418482731331,0.0001682741431819,0.056516406378115,0.0408063185041241,0.0467346691763885,0.0041764445420712,0.4528380259384423,0.0225302550420438,1614012416,937.63671875,340.93359375,260.671875,23.948657574155185,17.33084461035931,13.25094022660752,482488320,136646656,22716416,304697344,46927872,38825984,9510912,6549504,119140352,307843072,10694656,29.89371799231562,1.407449891637017,18.878252792821144,8.466270435431396,2.9075285626551213,2.405556711652954,0.5892713033503703,0.4057901869324901,0.6626129944219711,7.381625495500526,19.07315389573806,1276657.972969769,101126.5872240672,27952.926675433577,3402.8926398479143,1728.674194862405,108.93036389009036,3051.31957236559,1500.0900082472674,0.0,4056.488733382309,674.9242147130668,3051.31957236559
2024-12-27 01:10:21,,,,,1,1,1,1,1,1,2,1,1,1,1,7.184193296300052,8.002083333320797,6.079166666660285,6.262499999998947,0.0157478227845405,0.0818686017165005,1.4733270229716848,0.0710418482731331,0.0001682741431819,0.056516406378115,0.0408063185041241,0.0467346691763885,0.0041764445420712,0.4528380259384423,0.0225302550420438,1614012416,937.63671875,340.93359375,260.671875,23.948657574155185,17.33084461035931,13.25094022660752,482488320,136646656,22716416,304697344,46927872,38825984,9510912,6549504,119140352,307843072,10694656,29.89371799231562,1.407449891637017,18.878252792821144,8.466270435431396,2.9075285626551213,2.405556711652954,0.5892713033503703,0.4057901869324901,0.6626129944219711,7.381625495500526,19.07315389573806,1276657.972969769,101126.5872240672,27952.92667543357,3402.8926398479143,1728.674194862405,108.93036389009036,3051.31957236559,1500.0900082472674,0.0,4056.488733382309,674.9242147130668,3051.31957236559
