timestamp,value
2024-12-12 16:19:18,3304.803233792445
2024-12-12 16:19:23,3294.159734890961
2024-12-12 16:19:28,3294.159734890961
2024-12-12 16:19:33,3294.159734890961
2024-12-12 16:19:38,3294.159734890961
2024-12-12 16:19:43,3294.159734890961
2024-12-12 16:19:48,3294.159734890961
2024-12-12 16:19:53,3294.159734890961
2024-12-12 16:19:58,3294.159734890961
2024-12-12 16:20:03,3294.15973489096
2024-12-12 16:20:08,3300.582672585658
2024-12-12 16:20:13,3300.582672585658
2024-12-12 16:20:18,3300.582672585658
2024-12-12 16:20:23,3309.5321681419628
2024-12-12 16:20:28,3309.5321681419628
2024-12-12 16:20:33,3309.5321681419628
2024-12-12 16:20:38,3309.5321681419628
2024-12-12 16:20:43,3309.5321681419628
2024-12-12 16:20:48,3309.5321681419628
2024-12-12 16:20:53,3309.5321681419628
2024-12-12 16:20:58,3309.5321681419628
2024-12-12 16:21:03,3309.5321681419628
2024-12-12 16:21:08,2438.644444444445
2024-12-12 16:21:13,2896.318010689761
2024-12-12 16:21:18,3283.1853119545226
2024-12-12 16:21:23,3283.1853119545226
2024-12-12 16:21:28,3283.1853119545226
2024-12-12 16:21:33,3283.1853119545226
2024-12-12 16:21:38,3283.1853119545226
2024-12-12 16:21:43,3283.1853119545226
2024-12-12 16:21:48,3283.1853119545226
2024-12-12 16:21:53,3283.1853119545226
2024-12-12 16:21:58,3283.1853119545226
2024-12-12 16:22:03,3283.1853119545226
2024-12-12 16:22:08,5239.582466938369
2024-12-12 16:22:13,5239.582466938369
2024-12-12 16:22:18,5729.871733433496
2024-12-12 16:22:23,5729.871733433496
2024-12-12 16:22:28,5729.871733433496
2024-12-12 16:22:33,5729.871733433496
2024-12-12 16:22:38,5729.871733433496
2024-12-12 16:22:43,5729.871733433494
2024-12-12 16:22:48,5729.871733433494
2024-12-12 16:22:53,5729.871733433494
2024-12-12 16:22:58,5729.871733433494
2024-12-12 16:23:03,5729.871733433494
2024-12-12 16:23:08,68612.45883966734
2024-12-12 16:23:13,68612.45883966734
2024-12-12 16:23:18,87200.39143633167
2024-12-12 16:23:23,87200.39143633167
2024-12-12 16:23:28,87200.39143633167
2024-12-12 16:23:33,87200.39143633167
2024-12-12 16:23:38,87200.39143633167
2024-12-12 16:23:43,87200.39143633167
2024-12-12 16:23:48,87200.39143633167
2024-12-12 16:23:53,87200.39143633167
2024-12-12 16:23:58,87200.39143633167
2024-12-12 16:24:03,87200.39143633167
2024-12-12 16:24:08,76778.92732178996
2024-12-12 16:24:13,75325.58746451777
2024-12-12 16:24:18,176869.71598694113
2024-12-12 16:24:23,209194.09082882508
2024-12-12 16:24:28,209194.09082882508
2024-12-12 16:24:33,209194.09082882508
2024-12-12 16:24:38,209194.09082882508
2024-12-12 16:24:43,209194.09082882508
2024-12-12 16:24:48,209194.09082882508
2024-12-12 16:24:53,209194.09082882508
2024-12-12 16:24:58,209194.09082882508
2024-12-12 16:25:03,209194.09082882508
2024-12-12 16:25:08,284737.0234242142
2024-12-12 16:25:13,284737.0234242142
2024-12-12 16:25:18,329242.12943479023
2024-12-12 16:25:23,329242.12943479023
2024-12-12 16:25:28,329242.12943479023
2024-12-12 16:25:33,329242.12943479023
2024-12-12 16:25:38,329242.12943479023
2024-12-12 16:25:43,329242.1294347903
2024-12-12 16:25:48,329242.1294347903
2024-12-12 16:25:53,329242.1294347903
2024-12-12 16:25:58,329242.1294347903
2024-12-12 16:26:03,329242.12943479023
2024-12-12 16:26:08,329242.12943479023
2024-12-12 16:26:13,419084.5712905901
2024-12-12 16:26:18,431763.2127731526
2024-12-12 16:26:23,431763.2127731526
2024-12-12 16:26:28,431763.2127731526
2024-12-12 16:26:33,431763.2127731526
2024-12-12 16:26:38,431763.2127731526
2024-12-12 16:26:43,431763.2127731526
2024-12-12 16:26:48,431763.2127731526
2024-12-12 16:26:53,431763.2127731526
2024-12-12 16:26:58,431763.2127731526
2024-12-12 16:27:03,431763.2127731526
2024-12-12 16:27:08,465451.4338478326
2024-12-12 16:27:13,465451.4338478326
2024-12-12 16:27:18,465451.4338478326
2024-12-12 16:27:23,464830.95837595407
2024-12-12 16:27:28,464830.95837595407
2024-12-12 16:27:33,464830.95837595407
2024-12-12 16:27:38,464830.95837595407
2024-12-12 16:27:43,464830.95837595407
2024-12-12 16:27:48,464830.95837595407
2024-12-12 16:27:53,464830.95837595407
2024-12-12 16:27:58,464830.95837595407
2024-12-12 16:28:03,464830.95837595407
2024-12-12 16:28:08,464982.07906741556
2024-12-12 16:28:13,464982.07906741556
